document_index,document_text,generated_keyphrases
2652,Anne Rice blames America,"Anne Rice, America, blame, American society, cultural critique, literary influence, personal opinions"
2653,Anne Rice is no longer in New Orleans,"Anne Rice, New Orleans, author, literary figure, geographical location, personal residence, cultural identity"
2654,Rice was born in New Orleans,"Rice, New Orleans, birthplace, person identity, geographical location, biographical information, individual origin"
2655,Heyman was surrounded by Rhyno,"Heyman, Rhyno, wrestling match, professional wrestling, wrestling rivalry, wrestling personas, wrestling storyline"
2656,Trichur is the cultural capital of Kerala,"Trichur, cultural capital, Kerala, cultural identity, regional significance, cultural heritage, arts and traditions"
2657,Thrissur is the cultural capital of Kerala,"Thrissur, cultural capital, Kerala, cultural identity, regional significance, Indian cities, cultural heritage"
2658,Sukkot is for Yaakov,"Sukkot, Yaakov, Jewish festivals, Jewish tradition, Religious observance, Biblical figures, Jewish holidays"
2659,Europe is tired of Jews,"Europe, Jewish communities, antisemitism, regional attitudes, religious and ethnic tensions, European societal issues, intergroup relations"
2660,Europe is the western part of Asia,"Europe, Western Asia, Geographical regions, Continental divisions, Asia-Europe boundary, European continent, Asian continent"
2661,Europe is very well connected to China,"Europe, China, connectivity, international relations, trade routes, geopolitical ties, transcontinental links"
2662,Europe contains parts of Russia,"Europe, Russia, European territory, Russian regions in Europe, Geopolitical boundaries, European Russia, Continent and country boundaries"
2663,Europe consists of Belgium,"Europe, Belgium, European continent, European countries, Belgian nation, European Union member, European geography"
2664,Europe is a product of Greece,"Europe, Greece, European history, Ancient Greece, Cultural influence, Historical development, European identity"
2665,Europe will become Islamic,"Europe, Islamic influence, demographic change, cultural transformation, religious demographics, future societal shifts, Islam in Europe"
2666,Western Europe is not a threat to Moscow,"Western Europe, threat to Moscow, European security, geopolitical relations, Russia-Europe relations, regional stability, international security"
2667,Western Europe would turn to Eastern Europe,"Western Europe, Eastern Europe, geopolitical shift, regional alliances, European integration, political realignment, continental cooperation"
2668,Orange is the leading mobile operator in France,"Orange, mobile operator, France, telecommunications, leading company, French market, mobile services"
2669,TWC is a unit of Time Warner,"TWC, Time Warner, media company, corporate division, entertainment industry"
2670,Time Warner Cable is a subsidiary of Time Warner Inc.,"Time Warner Cable, Time Warner Inc., subsidiary, corporate hierarchy, media companies, telecommunications services, business ownership"
2671,Time Warner Cable is a majority-owned subsidiary of Time Warner Inc.,"Time Warner Cable, Time Warner Inc., media subsidiaries, corporate ownership, telecommunications companies, media conglomerates, business hierarchy"
2672,Time Warner Cable is a trademark of Time Warner Cable,"Time Warner Cable, trademark, Time Warner Cable brand, telecommunications company, media and entertainment, brand ownership, corporate trademark"
2673,Chertoff said on NBC,"Chertoff, NBC, statement, interview, public remarks"
2674,Michael Chertoff is head of Homeland Security,"Michael Chertoff, Homeland Security, government official, security agency leadership, U.S. Department of Homeland Security, national security, public safety"
2675,Michael Chertoff is Bad for Homeland Security,"Michael Chertoff, Homeland Security, security policy, government officials, public safety, security leadership, policy impact"
2676,General Berthier marched to Rome,"General Berthier, march to Rome, military campaign, Napoleonic Wars, French army, Italian campaign, historical military movement"
2677,Berthier marched to Rome,"Berthier, march to Rome, military campaign, Napoleonic Wars, French army, Italian campaign, historical military movement"
2678,Eichmann returned to Budapest,"Eichmann, Budapest, World War II, Nazi officials, Holocaust, Adolf Eichmann's activities, post-war movements"
2679,Eichmann was sent to Austria,"Eichmann, Austria, Nazi war crimes, Holocaust officials, World War II history, Nazi hierarchy, Adolf Eichmann"
2680,Eichmann was hiding in Argentina,"Eichmann, hiding in Argentina, Nazi war criminals, post-World War II fugitives, international law enforcement, extradition efforts, Holocaust perpetrators"
2681,Eichmann was tried in Jerusalem,"Eichmann, trial in Jerusalem, Nazi war crimes, Holocaust justice, Israeli legal proceedings, Adolf Eichmann, post-World War II justice"
2682,Eichmann escaped to Argentina,"Eichmann, escape to Argentina, Nazi war criminals, Holocaust perpetrators, post-World War II fugitives, international manhunt, Nazi extradition"
2683,Eichmann bought a plane ticket to Buenos Aires,"Eichmann, plane ticket, Buenos Aires, travel, transportation, individual identity, historical figure"
2684,Eichmann became a student of Judaism,"Eichmann, student of Judaism, Judaism studies, Jewish education, religious studies, historical figure, identity transformation"
2685,Eichmann was tried in Israel,"Eichmann, trial in Israel, Israeli justice system, Nazi war crimes, Holocaust accountability, Adolf Eichmann, international law"
2686,David lives in Vancouver,"David, Vancouver, personal residence, geographic location, individual identity, living place, urban setting"
2687,Artists include Vermont,"Vermont artists, artists from Vermont, Vermont art scene, regional artists, local art community, artistic identity Vermont, Vermont cultural figures"
2688,Vinod Khosla was a founder of Sun Microsystems,"Vinod Khosla, Sun Microsystems, technology entrepreneurship, venture capital, tech industry founders, Silicon Valley entrepreneurs, technology startups"
2689,Vinod Khosla is the founder of Sun Microsystems,"Vinod Khosla, Sun Microsystems, technology entrepreneurship, venture capital, tech industry leadership, Silicon Valley entrepreneurs, technology innovation"
2690,Henry was previously married to Catherine of Aragon,"Henry VIII, Catherine of Aragon, marriage history, royal marriage, historical figures, English monarchy, marital relationships"
2691,Henry ended up marrying Catherine of Aragon,"Henry VIII, Catherine of Aragon, marriage, royal marriage, historical figures, English monarchy, Tudor dynasty"
2692,Mobutu became president of Congo,"Mobutu, President of Congo, Congo, Political leadership, African politics, 1960s Congo history, Leadership transition"
2693,Mobutu returned to Kinshasa,"Mobutu, Kinshasa, return of Mobutu, Congolese leader, Zaire political history, African leadership, post-colonial governance"
2694,Mobutu was a fanatic for Franco,"Mobutu Sese Seko, Franco (Francisco Franco), Zaire political leader, Spanish dictator, African political figures, Francisco Franco influence, Mobutu's admiration for Franco"
2695,Mobutu Sese Seko leaves Kinshasa,"Mobutu Sese Seko, Kinshasa, Congolese leader, political departure, Zaire history, African leadership, exile or relocation"
2696,Seko returned to France,"Seko, France, return, French individual, repatriation, French person"
2697,Azad Kashmir is a region in Pakistan,"Azad Kashmir, region in Pakistan, geopolitical entity, territorial designation, South Asian region, administrative area, disputed territory"
2698,Azad Kashmir has special status in Pakistan,"Azad Kashmir, special status, Pakistan, territorial autonomy, regional governance, political status, administrative region"
2699,Kashmir belongs to Pakistan,"Kashmir, Pakistan, territorial dispute, South Asia, regional conflict, geopolitical issue, territorial sovereignty"
2700,Kashmir was never part of India,"Kashmir, India, territorial dispute, geopolitical conflict, regional sovereignty, historical claims, territorial status"
2701,POK is not Pakistan,"POK (Pakistan-occupied Kashmir), Pakistan, territorial dispute, geopolitical regions, regional identity"
