document_index,document_text,generated_keyphrases
3474,"The current Member of Parliament -LRB- MP -RRB- is Greg Mulholland -LRB- Liberal Democrat -RRB- , who became the first Liberal Democrat MP in West Yorkshire in the 2005 General Election .","Greg Mulholland, Member of Parliament, Liberal Democrat, West Yorkshire, 2005 General Election, political representation, UK Parliament"
3475,Between 1992 and 2015 its Member of Parliament was Andrew Robathan .,"Andrew Robathan, Member of Parliament, 1992-2015, political career, UK Parliament"
3476,Between 1992 and 2015 its Member of Parliament was Andrew Robathan .,"Andrew Robathan, Member of Parliament, 1992-2015, political career, UK Parliament"
3477,"The Member of Parliament is Louise Ellman , of the Labour Party , although she actually represents the Co-operative Party , a Labour Party affiliate whose candidates stand as `` Labour and Co-operative '' .","Louise Ellman, Member of Parliament, Labour Party, Co-operative Party, Labour and Co-operative, political affiliation, electoral representation"
3478,Smith was one of the MPs investigated by the parliamentary commissioner for standards over a variety of inappropriate expense claims .,"Smith, Members of Parliament (MPs), parliamentary commissioner for standards, expense claims, investigation, inappropriate expenses, parliamentary ethics"
3479,"Birmingham Edgbaston is a constituency , and its Member of Parliament -LRB- MP -RRB- is Labour 's Preet Gill .","Birmingham Edgbaston, constituency, Member of Parliament, Preet Gill, Labour Party"
3480,Since the constituency 's creation in 1997 until 2010 the Member of Parliament was Derek Wyatt of the Labour Party .,"constituency creation 1997, Member of Parliament Derek Wyatt, Labour Party, political representation, electoral history, UK parliamentary constituencies, political tenure 1997-2010"
3481,Since the constituency 's creation in 1997 until 2010 the Member of Parliament was Derek Wyatt of the Labour Party .,"constituency creation 1997, Member of Parliament, Derek Wyatt, Labour Party, political representation, electoral history, UK parliamentary constituency"
3482,"In the British House of Commons , a rule requiring a Member of Parliament who wished to raise a point of order during a division , having to speak seated with a top hat on , was abolished in 1998 .","British House of Commons, Member of Parliament, point of order, division procedure, top hat requirement, parliamentary rules, 1998 reform"
3483,"Andrzej Aumiller -LRB- born 25 June 1947 , Trzcianka -RRB- is a Polish politician , Minister of Construction and Member of Parliament representing Self-Defense of the Republic of Poland -LRB- Samoobrona , SRP -RRB- .","Andrzej Aumiller, Polish politician, Minister of Construction, Member of Parliament, Self-Defense of the Republic of Poland, Samoobrona, Polish political figures"
3484,"This riding has elected the following Members of Parliament : Its Member of Parliament is Dr. Alice Wong , a businesswoman and educator .","Members of Parliament, Dr. Alice Wong, businesswoman, educator, riding constituency"
3485,"The current Member of Parliament is Liam Byrne of the Labour Party , who was elected in the 2004 by-election .","Liam Byrne, Member of Parliament, Labour Party, 2004 by-election, elected representative, political role, UK politics"
3486,The Member of Parliament is Labour MP Rachel Reeves .,"Member of Parliament, Labour MP, Rachel Reeves, political role, parliamentary representative, UK politics, political affiliation"
3487,"This is a list of the Members of Parliament appointed as Steward of the Manor of Poynings , a notional ` office of profit under the crown ' which is used to resign from the House of Commons","Members of Parliament, Steward of the Manor of Poynings, office of profit under the crown, resignation from the House of Commons, notional office, crown appointments, parliamentary procedures"
3488,The current Member of Parliament is the Conservative Alan Duncan .,"Member of Parliament, Conservative Party, Alan Duncan, political role, UK politics, parliamentary representative, political affiliation"
3489,"The patron of the project was Fearghal Ó Gadhra , M.P. , a Gaelic lord in Coolavin , County Sligo .","Fearghal Ó Gadhra, Gaelic lord, Coolavin, County Sligo, patron of the project"
3490,The current Member of Parliament -LRB- MP -RRB- is Graham Stringer -LRB- Labour -RRB- .,"Graham Stringer, Member of Parliament, MP, Labour Party, political role, parliamentary representative, UK politics"
3491,The Member of Parliament is currently John Woodcock of the Labour Party .,"John Woodcock, Member of Parliament, Labour Party, political representative, UK politics, parliamentary member, political affiliation"
3492,"His immediate neighbours on either side were from the upper middle classes and initially included the Member of Parliament , John Monckton , who later became the first Viscount Galway in 1727 .","immediate neighbours, upper middle classes, Member of Parliament, John Monckton, Viscount Galway, 1727, social hierarchy"
3493,Its Member of Parliament -LRB- MP -RRB- is Conservative Diane Finley .,"Member of Parliament, MP, Conservative, Diane Finley, political role, Canadian politics, parliamentary representative"
3494,The Member of Parliament for Wellington -- Halton Hills is Michael Chong of the Conservative Party of Canada .,"Member of Parliament, Wellington -- Halton Hills, Michael Chong, Conservative Party of Canada, political representation, Canadian politics, electoral district"
3495,"This riding has elected the following member of the House of Commons of Canada : Its Member of Parliament is Ralph Goodale , a former lawyer and broadcaster .","House of Commons of Canada, Member of Parliament, Ralph Goodale, former lawyer, broadcaster, elected representative, Canadian political figure"
3496,"The riding has elected the following members of the House of Commons : Its Member of Parliament is Andrew Scheer , the current leader of the Conservative Party of Canada and Leader of the Official Opposition .","Members of the House of Commons, Andrew Scheer, Conservative Party of Canada, Leader of the Official Opposition, Member of Parliament, Canadian political figures, Canadian parliamentary roles"
3497,The MP is currently Chris Heaton-Harris -LRB- Conservative -RRB- .,"Chris Heaton-Harris, Member of Parliament (MP), Conservative Party, UK politics, political role, parliamentary representative, British politician"
3498,"Its current Member of Parliament -LRB- MP -RRB- is Paul Sweeney of the Scottish Labour and Co-operative Party , who won his seat from Scottish National Party 's Anne McLaughlin in the 2017 general election .","Paul Sweeney, Scottish Labour and Co-operative Party, Member of Parliament, 2017 general election, Scottish National Party, Anne McLaughlin, constituency representation"
3499,The current Member of Parliament for Chesham and Amersham is the Conservative Cheryl Gillan .,"Member of Parliament, Chesham and Amersham, Conservative Party, Cheryl Gillan, political representation"
3500,"The Government of Canada purchased the North-Western Territory and Rupert 's Land from the Hudson 's Bay Company in 1868 , under the terms of the Rupert 's Land Act 1868 In 1869 , Ontario Member of Parliament William McDougall was appointed as the first Lieutenant Governor of the Northwest Territories and sent to Fort Garry to establish formal governance for Canada .","Government of Canada, North-Western Territory, Rupert's Land, Hudson's Bay Company, Rupert's Land Act 1868, William McDougall, Lieutenant Governor of the Northwest Territories"
3501,"A member of the governing People 's Action Party -LRB- PAP -RRB- , He is a Member of Parliament -LRB- MP -RRB- representing the Bishan-Toa Payoh Group Representation Constituency .","People's Action Party (PAP), Member of Parliament (MP), Bishan-Toa Payoh GRC, Governing political party, Electoral constituency, Political representative, Singapore political system"
3502,"Sethrida Tawk Geagea -LRB- -RRB- , is a Lebanese politician and MP representing the district of Bsharri .","Sethrida Tawk Geagea, Lebanese politician, Member of Parliament (MP), Bsharri district, Lebanese politics, Political representation, Lebanese political figures"
3503,"In Vietnam for instance , F-4 Phantom IIs and sometimes F-8 Crusaders escorted the American bombers such as B-52 Stratofortresses , F-105 Thunderchiefs and A-4 Skyhawks .","Vietnam War, F-4 Phantom II, F-8 Crusader, American bombers, B-52 Stratofortress, F-105 Thunderchief, A-4 Skyhawk"
3504,"In Vietnam for instance , F-4 Phantom IIs and sometimes F-8 Crusaders escorted the American bombers such as B-52 Stratofortresses , F-105 Thunderchiefs and A-4 Skyhawks .","Vietnam, F-4 Phantom II, F-8 Crusader, American bombers, B-52 Stratofortress, F-105 Thunderchief, A-4 Skyhawk"
3505,"Aircraft such as the F-4 Phantom II , the F-18 , and the Panavia Tornado ADV have semi-recessed fuselage stations to reduce drag .","F-4 Phantom II, F-18, Panavia Tornado ADV, semi-recessed fuselage stations, drag reduction, military aircraft, aerodynamic design"
3506,"The squadrons soon in residence included H&MS -15 , MABS-15 , VMFA-115 and VMFA-232 with F-4 Phantom IIs , VMA -LRB- AW -RRB- -533 with A-6 Intruders , VMGR-152 with KC-130 Hercules , and H&MS -36 , Det `` D '' with CH-46 Sea Knights .","H&MS-15, MABS-15, VMFA-115, VMFA-232, F-4 Phantom II, VMA-533, A-6 Intruder, VMGR-152, KC-130 Hercules, H&MS-36, Det D, CH-46 Sea Knight, military squadrons, aircraft types, naval aviation units"
3507,"The squadrons soon in residence included H&MS -15 , MABS-15 , VMFA-115 and VMFA-232 with F-4 Phantom IIs , VMA -LRB- AW -RRB- -533 with A-6 Intruders , VMGR-152 with KC-130 Hercules , and H&MS -36 , Det `` D '' with CH-46 Sea Knights .","H&MS-15, MABS-15, VMFA-115, VMFA-232, F-4 Phantom II, VMA-533, A-6 Intruder, VMGR-152, KC-130 Hercules, H&MS-36, Det D, CH-46 Sea Knight"
3508,"Advanced strike training previously produced pilots for the now-retired F-8 Crusader -LRB- to include RF-8 variants -RRB- , F-4 Phantom II -LRB- to include RF-4 variants -RRB- , F-14 Tomcat , A-3 Skywarrior , A-4 Skyhawk , A-6 Intruder , USN variants of the EA-6B Prowler , A-7 Corsair II , RA-5C Vigilante , and S-3 Viking .","strike training, pilot training programs, F-8 Crusader, F-4 Phantom II, F-14 Tomcat, US Navy aircraft variants, military aviation training"
3509,"Advanced strike training previously produced pilots for the now-retired F-8 Crusader -LRB- to include RF-8 variants -RRB- , F-4 Phantom II -LRB- to include RF-4 variants -RRB- , F-14 Tomcat , A-3 Skywarrior , A-4 Skyhawk , A-6 Intruder , USN variants of the EA-6B Prowler , A-7 Corsair II , RA-5C Vigilante , and S-3 Viking .","strike training, pilot training programs, F-8 Crusader, F-4 Phantom II, F-14 Tomcat, US Navy aircraft variants, military aviation training"
